AAPL,2002-2-7,73.98,83.48,47017830
AAPL,2002-2-8,74.08,84.97,25969127
AAPL,2002-2-9,73.76,77,57810322
AAPL,2002-2-10,86.4,88.56,22730835
AAPL,2002-2-11,75.17,96.49,22415046
AAPL,2002-2-12,73.29,83.58,56625190
AAPL,2002-2-13,77.58,78.53,60611464
AAPL,2002-2-14,71.78,72.36,63328554
AAPL,2002-2-15,74.77,76.8,27936762
AAPL,2002-2-16,90.7,92.98,38700728
AAPL,2002-2-17,90.45,91.96,61829287
AAPL,2002-2-18,84.64,92.27,26582459
AAPL,2002-2-19,81.76,82.3,25191932
AAPL,2002-2-20,82.48,94.06,51933792
AAPL,2002-2-21,90.51,96.33,19565358
AAPL,2002-2-22,84.12,98.32,56070762
AAPL,2002-2-23,78.08,95.17,37595906
AAPL,2002-2-24,85.35,93.05,51715784
AAPL,2002-2-25,75.88,75.99,64295719
AAPL,2002-2-26,76.04,78.7,50063681
AAPL,2002-2-27,71.21,81.78,65194273
AAPL,2002-2-28,77.43,81.16,52442435
AAPL,2002-3-1,89.2,92.91,60937843
AAPL,2002-3-2,71.18,84.15,22785499
AAPL,2002-3-3,77.45,77.68,62663691
AAPL,2002-3-4,75.74,76.74,52845315
AAPL,2002-3-5,85.55,94.27,39104875
AAPL,2002-3-6,87.56,91.79,41642142
AAPL,2002-3-7,74.22,78.46,22093437
AAPL,2002-3-8,81.28,81.57,54545964
AAPL,2002-3-9,78.48,95.56,54385788
AAPL,2002-3-10,90.57,115.77,42827091
AAPL,2002-3-11,87.22,98.69,68538124
AAPL,2002-3-12,84.96,87.29,17778125
AAPL,2002-3-13,84.4,109.73,46418819
AAPL,2002-3-14,74.26,80.57,26545605
AAPL,2002-3-15,78.31,101.67,57696633
AAPL,2002-3-16,74.69,86.8,34476706
AAPL,2002-3-17,77.07,79.85,19041856
AAPL,2002-3-18,70.63,76.91,20125690
AAPL,2002-3-19,80.15,86.9,58706042
AAPL,2002-3-20,71.33,72.49,23029028
AAPL,2002-3-21,81.02,96.98,20935212
AAPL,2002-3-22,77.43,79.41,58743045
AAPL,2002-3-23,75.88,111.26,18988939
AAPL,2002-3-24,91.86,114.41,19585022
AAPL,2002-3-25,72.16,74.82,60457428
AAPL,2002-3-26,78.14,79.89,43268425
AAPL,2002-3-27,75.32,76.54,55337891
AAPL,2002-3-28,73.22,91.35,25010464
AAPL,2002-3-29,78.52,80.23,51125518
AAPL,2002-3-30,79.71,84.01,28149379
AAPL,2002-3-31,95.54,115.74,32691118
AAPL,2002-4-1,74.47,75.14,27696475
AAPL,2002-4-2,71.75,75.98,40514536
AAPL,2002-4-3,90.55,111.87,45281437
AAPL,2002-4-4,85.72,102.74,42355287
AAPL,2002-4-5,82.73,85.39,30189070
AAPL,2002-4-6,72.5,81.44,44202515
AAPL,2002-4-7,72.73,97.8,52087542
AAPL,2002-4-8,74.25,85.34,50895752
AAPL,2002-4-9,73.18,88.52,29566456
AAPL,2002-4-10,84.79,106.49,37711298
AAPL,2002-4-11,81.5,89.24,56965036
AAPL,2002-4-12,70.98,77.36,24086923
AAPL,2002-4-13,82.73,97.22,25476019
AAPL,2002-4-14,77.03,79.37,30840362
AAPL,2002-4-15,75.03,77.78,33587108
AAPL,2002-4-16,77.65,88.37,57174681
AAPL,2002-4-17,88.94,108.33,63409128
AAPL,2002-4-18,86.28,90,68412571
AAPL,2002-4-19,74.83,91.16,58862419
AAPL,2002-4-20,80.57,81.86,27769118
AAPL,2002-4-21,71.85,79.5,18604176
AAPL,2002-4-22,71.76,97.13,25958070
AAPL,2002-4-23,72.79,87.84,32507526
AAPL,2002-4-24,74.24,86.89,28983339
AAPL,2002-4-25,77.23,77.44,64807551
AAPL,2002-4-26,73.57,76.11,63857278
AAPL,2002-4-27,81.89,108.16,60887311
AAPL,2002-4-28,86.05,88.44,36245268
AAPL,2002-4-29,92.53,97.69,46275768
AAPL,2002-4-30,88.97,95.7,29559355
AAPL,2002-5-1,73.38,76.92,45395925
AAPL,2002-5-2,76.18,96.93,18358093
AAPL,2002-5-3,77.1,98.67,59029217
AAPL,2002-5-4,84.75,85.97,50244868
AAPL,2002-5-5,76.16,78.2,66796907
AAPL,2002-5-6,71.7,87.52,20792047
AAPL,2002-5-7,76.09,80.38,55785072
AAPL,2002-5-8,78.42,86.54,37786751
AAPL,2002-5-9,74.69,86.91,36136871
AAPL,2002-5-10,90.24,95.37,36375647
AAPL,2002-5-11,84.27,102.55,22859068
AAPL,2002-5-12,76.22,84.67,67495058
AAPL,2002-5-13,70.31,73.03,44462901
AAPL,2002-5-14,80.17,81.51,28548212
AAPL,2002-5-15,77.74,79.79,52125267
AAPL,2002-5-16,96.46,110.98,46409251
AAPL,2002-5-17,79.43,88.78,34883395
AAPL,2002-5-18,78.23,93.33,56062428
AAPL,2002-5-19,86.42,91.57,62543981
AAPL,2002-5-20,71.92,74.34,20141411
AAPL,2002-5-21,73.74,88.86,39224110
AAPL,2002-5-22,79.16,91.36,40526641
AAPL,2002-5-23,96.62,97.12,28120760
AAPL,2002-5-24,70.81,73.16,62469853
AAPL,2002-5-25,91.66,94.92,52753868
AAPL,2002-5-26,73.44,105.91,44489103
AAPL,2002-5-27,84.46,99.73,34588515
AAPL,2002-5-28,85.54,91.63,61722104
AAPL,2002-5-29,92.41,101.07,44070431
AAPL,2002-5-30,91.24,105.53,61847025
AAPL,2002-5-31,73.87,75.59,36947528
AAPL,2002-6-1,83.81,113.05,68739922
AAPL,2002-6-2,84.9,110.21,33424336
AAPL,2002-6-3,75.59,93.37,23329005
AAPL,2002-6-4,92.94,104.01,61367414
AAPL,2002-6-5,77.18,83.79,43186993
AAPL,2002-6-6,78.76,79.39,26592888
AAPL,2002-6-7,94.8,94.87,63274302
AAPL,2002-6-8,82.05,83.41,17226388
AAPL,2002-6-9,76.01,90.35,59543138
AAPL,2002-6-10,77.36,79.8,43728388
AAPL,2002-6-11,84.93,85.53,54883098
AAPL,2002-6-12,84.9,104.4,23900792
AAPL,2002-6-13,92.66,98.89,63574805
AAPL,2002-6-14,72.63,76.31,20897137
AAPL,2002-6-15,77.43,78.15,37341821
AAPL,2002-6-16,84.32,88.08,45503091
AAPL,2002-6-17,90.25,92.97,66161119
AAPL,2002-6-18,73.61,85.55,39544960
AAPL,2002-6-19,73.23,83.67,68070089
AAPL,2002-6-20,90.13,101.34,21367006
AAPL,2002-6-21,74.5,75.17,53148210
AAPL,2002-6-22,72,72,31412268
AAPL,2002-6-23,96.89,97.91,63711125
AAPL,2002-6-24,95.53,96.85,56495761
AAPL,2002-6-25,91.32,110.56,19544675
AAPL,2002-6-26,75.69,76.35,40361066
AAPL,2002-6-27,75.05,86.9,22773889
AAPL,2002-6-28,74.91,82.14,57472867
AAPL,2002-6-29,76.4,78.85,53905474
