DD,2002-5-16,71.51,71.81,53665786
DD,2002-5-17,91.48,92.36,32206686
DD,2002-5-18,81.27,93.42,22711472
DD,2002-5-19,83.38,85.52,21868384
DD,2002-5-20,91.86,94.85,19138508
DD,2002-5-21,76.19,91.62,26890705
DD,2002-5-22,93.2,114.96,35378034
DD,2002-5-23,74.2,85.83,38252473
DD,2002-5-24,78.62,84.81,29732781
DD,2002-5-25,73.99,74.8,66380968
DD,2002-5-26,94.82,98.02,33457728
DD,2002-5-27,79.21,83.69,22387598
DD,2002-5-28,96.16,96.54,56788346
DD,2002-5-29,76.02,76.02,63892963
DD,2002-5-30,80.78,103.97,26723352
DD,2002-5-31,81.3,111.25,25934292
DD,2002-6-1,71.17,72.31,43973507
DD,2002-6-2,84.18,96.54,23920977
DD,2002-6-3,89.43,100.14,60725656
DD,2002-6-4,88.16,95.35,58472851
DD,2002-6-5,81.12,81.27,55993760
DD,2002-6-6,79.21,87.23,68107348
DD,2002-6-7,82.87,90.06,59907155
DD,2002-6-8,75.04,81.11,18123979
DD,2002-6-9,80.39,81.55,49548451
DD,2002-6-10,85.77,89.81,54092130
DD,2002-6-11,86.5,91.8,67078811
DD,2002-6-12,76.76,85.99,42028080
DD,2002-6-13,74.14,93.13,65028861
DD,2002-6-14,98.05,111.72,19750032
DD,2002-6-15,81.07,82.99,27404434
DD,2002-6-16,72.11,90.09,33502896
DD,2002-6-17,77.79,91.05,20560546
DD,2002-6-18,81.1,100.92,62809196
DD,2002-6-19,85.29,89.68,24765701
DD,2002-6-20,74.85,75.34,31698989
DD,2002-6-21,75.05,79.96,52402637
DD,2002-6-22,74.38,74.38,17248702
DD,2002-6-23,81.57,103.86,49272824
DD,2002-6-24,98.28,103.37,41983326
DD,2002-6-25,94.83,100.3,29328331
DD,2002-6-26,76.91,94.44,47806719
DD,2002-6-27,73.72,87.73,23945041
DD,2002-6-28,90.49,92.45,47371324
DD,2002-6-29,71.36,72.32,53236918
DD,2002-6-30,77.36,79.15,19857928
DD,2002-7-1,81.22,82.36,48493796
DD,2002-7-2,84.55,92.39,34384576
DD,2002-7-3,73.15,73.21,42754242
DD,2002-7-4,72.41,75.09,18031408
DD,2002-7-5,71.89,82.32,42355362
DD,2002-7-6,71.74,72.35,34016188
DD,2002-7-7,78.46,87.09,19877895
DD,2002-7-8,88.26,90.35,38707029
DD,2002-7-9,81.75,82.55,54383528
DD,2002-7-10,81.31,89.42,58527179
DD,2002-7-11,87.65,89.02,36237025
DD,2002-7-12,78.39,82.63,28050751
DD,2002-7-13,91.06,94.72,47677021
DD,2002-7-14,77.14,112.68,61884190
DD,2002-7-15,85.26,93.97,31017371
DD,2002-7-16,70,71.58,17415649
DD,2002-7-17,78.1,78.57,34092462
DD,2002-7-18,90.02,104.69,65169225
DD,2002-7-19,72.93,84.01,34383008
DD,2002-7-20,76.28,109.34,68109146
DD,2002-7-21,98.28,104.85,47043760
DD,2002-7-22,82.04,96.01,29658006
DD,2002-7-23,78.77,79.3,32383720
DD,2002-7-24,89.07,90.22,22638728
DD,2002-7-25,71.64,81.43,22208888
DD,2002-7-26,86.04,88.05,58084942
DD,2002-7-27,73.4,86.86,26553974
DD,2002-7-28,75.03,78.15,57050144
DD,2002-7-29,70,72.25,19032736
DD,2002-7-30,85.6,86.6,63338473
DD,2002-7-31,72.78,84.34,61625336
DD,2002-8-1,71.05,88.35,37214973
DD,2002-8-2,70,86.62,67217613
DD,2002-8-3,78.74,79.37,41701437
DD,2002-8-4,75.47,100.83,68635372
DD,2002-8-5,70.33,70.84,68268988
DD,2002-8-6,81.98,86.05,46323108
DD,2002-8-7,85.15,91.57,60138715
DD,2002-8-8,76.39,82.02,69662563
DD,2002-8-9,71.83,86.93,47921985
DD,2002-8-10,89.59,95.18,23867494
DD,2002-8-11,89.89,102.84,29811659
DD,2002-8-12,77.03,78.21,58251482
DD,2002-8-13,73.75,75.78,20770656
DD,2002-8-14,88.56,106.76,44905669
DD,2002-8-15,94.31,95.06,45494145
DD,2002-8-16,79.66,100.02,22392228
DD,2002-8-17,89.02,89.66,22565767
DD,2002-8-18,75.34,103.24,30983909
DD,2002-8-19,86.44,96.6,66162997
DD,2002-8-20,80.38,101.5,35812463
DD,2002-8-21,72.78,78.55,23595659
DD,2002-8-22,73.52,73.68,40896896
DD,2002-8-23,89.12,100.84,64465671
DD,2002-8-24,71.51,76.03,43084233
DD,2002-8-25,71.64,112.4,64138716
DD,2002-8-26,79.61,80.28,29090301
DD,2002-8-27,86.61,94.01,49585123
DD,2002-8-28,81.36,89.51,44428647
DD,2002-8-29,71.64,73.94,53981628
DD,2002-8-30,85.25,94.39,20505349
DD,2002-8-31,75.59,77.42,59643031
DD,2002-9-1,77.04,87.6,48861542
DD,2002-9-2,76.71,77.65,33680711
DD,2002-9-3,82.98,85.38,64201942
DD,2002-9-4,84.14,90.51,67641338
DD,2002-9-5,81.72,104.5,56300924
DD,2002-9-6,73,74.59,43995292
DD,2002-9-7,77.72,82.47,47664000
DD,2002-9-8,85.61,90.31,64615564
DD,2002-9-9,85.58,91.74,60298502
DD,2002-9-10,85.94,89.09,41248383
DD,2002-9-11,72.66,81.74,46737316
DD,2002-9-12,73.24,103.1,56102987
DD,2002-9-13,78.52,85.21,26097005
DD,2002-9-14,74.6,76.56,45239857
DD,2002-9-15,86.7,86.9,50335921
DD,2002-9-16,74.08,74.92,63941119
DD,2002-9-17,79.21,89.63,20855052
DD,2002-9-18,87.23,89.01,66006282
DD,2002-9-19,82.81,90.88,40620590
DD,2002-9-20,80.94,106.95,19837341
DD,2002-9-21,80.97,81.28,65605431
DD,2002-9-22,75.41,78.03,68943580
DD,2002-9-23,82.53,88.34,56221430
DD,2002-9-24,73.94,80.28,68879694
DD,2002-9-25,73.55,74.04,59721840
DD,2002-9-26,89.73,99.9,27393119
DD,2002-9-27,73.39,103.51,42534809
DD,2002-9-28,73.02,92.33,31147957
DD,2002-9-29,89.16,103.27,49687966
DD,2002-9-30,84.75,85.19,20708119
DD,2002-10-1,83.38,95.35,49433575
DD,2002-10-2,77.41,91.86,55098275
DD,2002-10-3,71.56,79.28,65145089
DD,2002-10-4,84.52,85.01,51457166
DD,2002-10-5,84.62,108.05,23068331
DD,2002-10-6,83,96.67,58452882
DD,2002-10-7,82.79,84.85,47440361
DD,2002-10-8,70.3,102.48,46393735
DD,2002-10-9,70,70.71,65985307
DD,2002-10-10,74.08,100.99,66785621
DD,2002-10-11,73.23,78.79,39896744
DD,2002-10-12,78,92.02,49206868
DD,2002-10-13,77.03,80.45,34768594
DD,2002-10-14,76.11,84.13,63450883
DD,2002-10-15,74.82,100.08,54511458
DD,2002-10-16,70.48,70.6,40898213
DD,2002-10-17,82.11,97.95,41514541
DD,2002-10-18,72.83,77.06,24668153
DD,2002-10-19,102.05,110.4,47708957
DD,2002-10-20,71.98,73.26,20401785
DD,2002-10-21,72.83,77.04,56335371
DD,2002-10-22,80.47,80.65,41414391
DD,2002-10-23,72.05,76.93,33212042
DD,2002-10-24,89.63,94.2,53211160
DD,2002-10-25,75.36,101.26,23896275
DD,2002-10-26,76.48,79.77,64140888
DD,2002-10-27,72.95,72.95,27901091
DD,2002-10-28,86.79,97.12,37850784
DD,2002-10-29,80.56,80.56,58257087
DD,2002-10-30,71.94,77.71,32924454
DD,2002-10-31,75.27,105.9,26800656
DD,2002-11-1,83.27,83.27,28447702
DD,2002-11-2,81.85,92.77,54686687
DD,2002-11-3,73.96,81.2,23268374
DD,2002-11-4,76.1,78.51,40149038
DD,2002-11-5,78.47,79.45,21168910
DD,2002-11-6,71.08,85.09,39976808
DD,2002-11-7,71.35,75.3,37427194
DD,2002-11-8,90.72,94.93,48196879
DD,2002-11-9,102.35,104.14,57175772
DD,2002-11-10,74.58,105.44,40530375
DD,2002-11-11,76.04,98.34,54741045
DD,2002-11-12,70.45,71.53,21944055
DD,2002-11-13,79.07,80.78,22120318
DD,2002-11-14,75.64,78.53,41723288
DD,2002-11-15,73.9,83.46,34926179
DD,2002-11-16,70.61,72.08,41742832
DD,2002-11-17,75.4,78.88,28431207
DD,2002-11-18,80.95,81.5,43060257
DD,2002-11-19,76.47,78.59,22874255
DD,2002-11-20,71.36,83.68,68034731
DD,2002-11-21,86.46,89.43,23994065
DD,2002-11-22,86.86,99.18,64766281
DD,2002-11-23,83.12,84.21,57381511
DD,2002-11-24,91.4,91.71,22146278
DD,2002-11-25,92.35,96.09,30995906
DD,2002-11-26,72.83,83.42,63729089
DD,2002-11-27,73.03,81.6,57326725
DD,2002-11-28,89.75,99.88,24959666
DD,2002-11-29,76.11,79.54,46624285
DD,2002-11-30,84.17,87.2,40967700
DD,2002-12-1,92.24,94.64,38464208
DD,2002-12-2,77.95,103,46469521
DD,2002-12-3,85.85,87.53,61625492
DD,2002-12-4,94.46,96.49,40277531
DD,2002-12-5,81.71,92.58,50030127
DD,2002-12-6,79.08,79.16,48284627
DD,2002-12-7,89.99,97.53,65033699
DD,2002-12-8,80.58,96.87,37536085
DD,2002-12-9,92.96,97.28,23501372
DD,2002-12-10,84.35,87.43,36935352
DD,2002-12-11,100.08,101.92,22303575
DD,2002-12-12,80.86,100.71,37992044
DD,2002-12-13,76.78,80.58,24622786
DD,2002-12-14,80.93,87.45,35071291
DD,2002-12-15,70.98,77.64,47915972
DD,2002-12-16,71.05,72.41,61033583
DD,2002-12-17,86.21,86.21,19443327
DD,2002-12-18,73.6,89.7,31755398
DD,2002-12-19,85.03,97.25,66227723
DD,2002-12-20,84.74,92.78,59729908
DD,2002-12-21,74.29,74.37,65281005
DD,2002-12-22,86.61,94.5,35731180
DD,2002-12-23,75.44,91.31,39741828
DD,2002-12-24,88.95,104.05,60465860
DD,2002-12-25,72.51,78.74,17971229
DD,2002-12-26,70.35,71.76,35232827
DD,2002-12-27,72.95,75.19,26239137
DD,2002-12-28,71.53,77.42,22599171
DD,2002-12-29,85.43,85.43,22061744
DD,2002-12-30,77.93,78.13,29144573
DD,2002-12-31,73.9,77.32,35494090
DD,2003-1-1,79.87,91.3,66118629
DD,2003-1-2,73.97,81.88,46302376
DD,2003-1-3,74.83,74.94,20555260
DD,2003-1-4,78.97,79.18,68436193
DD,2003-1-5,75.5,77.12,47372344
DD,2003-1-6,72.59,97.92,61824408
DD,2003-1-7,78.53,81.02,64609807
DD,2003-1-8,78.31,102.52,33154355
DD,2003-1-9,87.38,103.86,50485505
DD,2003-1-10,74.69,82.93,54563387
DD,2003-1-11,83.42,86.19,25667599
DD,2003-1-12,70.86,77.76,59391646
DD,2003-1-13,74.13,74.43,41633133
DD,2003-1-14,77.8,83.13,64550332
DD,2003-1-15,74.93,94.67,42839327
DD,2003-1-16,75.72,76.65,69354104
DD,2003-1-17,83.61,87.03,30654779
DD,2003-1-18,70.73,71.79,57301417
DD,2003-1-19,73.35,86.62,65882132
DD,2003-1-20,77.09,81.82,67185871
DD,2003-1-21,70.52,88.64,22567309
DD,2003-1-22,77.65,91.64,45577449
DD,2003-1-23,81.33,90.57,19629584
DD,2003-1-24,70.98,78.51,66925366
DD,2003-1-25,80.46,102.47,54954240
DD,2003-1-26,77.39,78.49,41573317
DD,2003-1-27,80.16,97.5,56383224
DD,2003-1-28,88.66,94.32,19452967
DD,2003-1-29,73.26,77.28,17387737
DD,2003-1-30,82.31,84.02,57049827
DD,2003-1-31,93.17,93.17,66345094
DD,2003-2-1,90.57,91.69,52996466
DD,2003-2-2,90.18,93.88,69142229
DD,2003-2-3,79.35,87.98,57446931
DD,2003-2-4,73.2,73.39,20699034
DD,2003-2-5,82.1,89.69,31275453
DD,2003-2-6,89.52,109.1,66608305
DD,2003-2-7,92.51,94.69,65081695
DD,2003-2-8,76.83,85.36,19994312
DD,2003-2-9,78.49,79.87,28491432
DD,2003-2-10,72,74.72,63956916
DD,2003-2-11,80.8,91.48,49839542
DD,2003-2-12,71.97,72.24,49054999
DD,2003-2-13,91.12,91.12,69409007
DD,2003-2-14,72.61,74.55,64352996
DD,2003-2-15,95.85,100.8,36920140
DD,2003-2-16,73.57,77.89,68731809
DD,2003-2-17,81.28,93.36,58713659
DD,2003-2-18,100.17,114.08,60653374
DD,2003-2-19,94.79,97.25,40926906
DD,2003-2-20,74.54,78.89,41519990
DD,2003-2-21,75.18,96.87,36960115
DD,2003-2-22,91.25,96.86,69875983
DD,2003-2-23,70.34,91.49,32092509
DD,2003-2-24,77.03,78.88,29585792
DD,2003-2-25,75.65,87.06,59407151
DD,2003-2-26,88.65,90.25,69183459
DD,2003-2-27,72.69,72.98,27028484
DD,2003-2-28,70.54,73.57,39626215
DD,2003-3-1,77.11,97.25,46588245
DD,2003-3-2,87.28,96.92,51451420
DD,2003-3-3,76.62,108.37,61135773
DD,2003-3-4,75.56,86.38,53699998
DD,2003-3-5,70.2,77.14,44785127
DD,2003-3-6,83.01,90.11,49551324
DD,2003-3-7,73.63,74.56,22381204
DD,2003-3-8,78.45,87.94,63957126
DD,2003-3-9,80.14,81.59,41322782
DD,2003-3-10,76.98,94.46,23703316
DD,2003-3-11,76.59,80.17,30877477
DD,2003-3-12,86.53,104.25,63057035
DD,2003-3-13,78.08,79.49,55561691
DD,2003-3-14,75.13,80.23,40643709
DD,2003-3-15,85.37,88.66,59752167
DD,2003-3-16,84.02,84.59,53070474
DD,2003-3-17,76.65,78.39,53992217
DD,2003-3-18,93.81,100.1,21331860
DD,2003-3-19,89.84,92.06,33040739
DD,2003-3-20,84.4,93.46,52753745
DD,2003-3-21,88.38,96.06,67388429
DD,2003-3-22,71.76,76.59,29244157
DD,2003-3-23,78.08,80.32,32342679
DD,2003-3-24,78.92,101.77,40561667
DD,2003-3-25,103.14,109.16,52986034
DD,2003-3-26,94.15,107.74,69684032
DD,2003-3-27,97.46,102.64,41160002
DD,2003-3-28,78.62,82.55,50322068
DD,2003-3-29,78.55,94.6,34949889
DD,2003-3-30,75.64,82.05,17832553
DD,2003-3-31,76.01,78.54,27314611
DD,2003-4-1,76.02,102.56,37951734
DD,2003-4-2,80.08,81.16,31520794
DD,2003-4-3,78.81,95.23,58653094
DD,2003-4-4,78.24,88.77,68673267
DD,2003-4-5,74.7,78.07,33988578
DD,2003-4-6,71,77.54,53435091
DD,2003-4-7,73.11,74.41,59387034
DD,2003-4-8,82.34,88.52,37861110
DD,2003-4-9,76.2,80.49,25674344
DD,2003-4-10,82.67,91.78,35525036
DD,2003-4-11,80.19,92.3,38966819
DD,2003-4-12,72.09,73.21,45625723
DD,2003-4-13,77.05,92.15,63051027
DD,2003-4-14,74.4,76.49,41584257
DD,2003-4-15,86.14,88.2,30352951
DD,2003-4-16,81.34,84.61,69477046
DD,2003-4-17,95.7,111.71,25816740
DD,2003-4-18,76.49,76.49,20897867
DD,2003-4-19,75.14,82.75,27140338
DD,2003-4-20,87.77,93.02,37373888
